t_s,gz_filt_dps,ax_filt_mms2,ay_filt_mms2,az_filt_mms2,ax_raw_mms2,ay_raw_mms2,az_raw_mms2
36.9840,-97.7746,3439.76,8625.56,-453.21,3168.53,9078.02,-440.32
36.9940,-100.9263,3221.74,8610.90,-637.35,2349.67,8527.86,-1373.91
37.0040,-104.4554,3351.73,8396.04,-630.50,3871.67,7178.47,-603.11
37.0140,-107.5138,3570.65,8619.69,-793.50,4446.34,9887.06,-1445.50
37.0250,-110.4737,3564.76,8552.08,-539.09,3541.18,8168.94,478.56
37.0360,-114.1416,3531.41,8531.24,-1051.44,3398.00,8413.13,-3100.86
37.0460,-116.9192,3385.08,8518.52,-802.91,2799.80,8446.47,191.23
37.0560,-119.5984,3370.41,9008.73,-674.89,3311.71,11786.61,-162.79
37.0670,-121.7889,3064.86,8939.55,-700.74,1842.67,8547.48,-804.15
37.0770,-125.0023,3101.87,9124.04,-1184.68,3249.92,10169.50,-3120.48
37.0870,-127.7976,3322.91,9164.50,-1044.44,4207.05,9393.79,-483.47
37.0970,-131.7074,3583.88,9094.89,-793.38,4627.76,8700.46,210.84
37.1080,-136.6492,3841.49,9080.89,-885.56,4871.94,9001.52,-1254.27
37.1180,-142.0825,4229.40,9155.92,-606.07,5781.02,9581.10,511.91
37.1280,-147.3348,2696.27,9155.92,-606.07,-3436.25,33547.57,10385.24
37.1380,-146.2444,1905.38,9856.34,-1086.98,-1258.19,13825.42,-3010.64
37.1490,-140.4621,1905.38,9856.34,-1086.98,-21143.14,292.24,-21640.33
37.1600,-128.0355,827.44,9949.21,-1086.98,-3484.30,10475.46,-9896.87
37.1700,-120.8279,827.44,9949.21,389.00,23655.60,3560.79,6292.93
37.1800,-122.5026,827.44,9967.25,169.59,-8949.55,10069.47,-708.04
37.1900,-119.0548,761.59,9967.25,948.25,498.18,18520.84,4062.90
37.2010,-114.5414,-731.69,9967.25,948.25,-6704.81,28293.17,-14931.61
37.2110,-107.9380,-535.54,9967.25,2256.47,249.09,3933.45,7489.34
37.2210,-102.3286,-535.54,10693.96,2138.21,-18453.17,14811.96,1665.17
37.2310,-89.5821,-160.51,9888.17,2138.21,1339.59,5322.07,13700.87
37.2420,-81.1215,944.44,9888.17,2138.21,5364.24,1392.54,-22793.60
37.2520,-71.8181,944.44,10211.04,2257.97,-8193.46,12040.60,2737.04
37.2620,-62.5757,-141.36,10211.04,3652.78,-4484.58,23220.19,9231.98
37.2720,-56.6310,-1670.39,10499.89,3652.78,-7786.48,12136.71,-4574.80
37.2830,-50.2437,-3129.95,10499.89,2428.36,-8968.18,-708.04,-2469.31
37.2930,-40.6486,-3971.23,10176.87,3295.02,-7336.35,8346.44,6761.69
37.3040,-33.1971,-5206.17,10176.87,2672.30,-10145.96,16826.25,181.42
37.3140,-24.6630,-4655.86,10010.72,1734.99,-2454.60,9069.19,-2014.29
37.3250,-16.0641,-4655.86,9481.15,1734.99,3345.05,6480.23,-11083.48
37.3350,-5.8239,-3519.93,9094.12,1166.95,1023.81,6900.94,-1105.21
37.3450,4.3472,-2289.52,8624.37,1166.95,2632.10,5962.44,11992.55
37.3550,12.3490,-2289.52,8624.37,140.00,-18740.51,23119.18,-3967.77
37.3660,21.6253,-2289.52,8624.37,140.00,-15405.27,16802.71,-13835.22
37.3760,29.2527,-2289.52,8151.23,140.00,10662.77,5470.15,-14323.59
37.3860,30.8328,-3750.58,8589.60,-799.23,-9594.83,11073.67,-4556.17
37.3960,34.9630,-3750.58,9287.45,-799.23,7901.22,13241.92,12615.27
37.4070,38.8200,-3750.58,9287.45,-799.23,-24598.02,29690.61,-15094.40
37.4170,48.7440,-4443.81,9287.45,332.06,-7216.71,19788.84,4857.23
37.4270,55.7748,-5146.67,9287.45,332.06,-7958.10,16711.51,8369.98
37.4370,61.6623,-6644.11,8702.64,-192.91,-12633.91,5388.75,-2292.79
37.4480,66.9386,-5082.68,9233.49,-308.49,1163.07,12241.64,-770.80
37.4580,70.2960,-6220.66,8663.99,-233.45,-10772.61,5436.81,66.69
37.4680,78.0432,-5598.66,8833.03,-468.21,-3110.67,9790.96,-1407.25
37.4780,80.9672,-5598.66,9543.94,9.26,2431.07,13572.40,1919.16
37.4880,82.9300,-5599.64,9757.66,-1033.08,-5603.52,10968.74,-5202.43
37.4990,85.8160,-5600.41,9572.45,-1033.08,-5603.52,8522.96,16568.34
37.5090,89.5581,-5881.50,8860.91,26.33,-7005.87,4828.79,4263.93
37.5190,94.6137,-6215.62,9615.73,1576.39,-7552.10,13893.08,7776.67
37.5300,97.0605,-5376.34,9680.85,1120.49,-2019.19,10049.85,-703.14
37.5410,100.4953,-4756.69,9749.15,832.26,-2278.08,10136.15,-320.68
37.5510,104.1177,-3947.94,9278.08,-214.83,-712.94,6608.70,-4403.19
37.5610,105.7084,-3588.08,9266.75,-601.59,-2148.64,9202.56,-2148.64
37.5710,105.4778,-3197.81,9430.11,-693.69,-1636.73,10355.82,-1062.06
37.5820,105.6315,-2797.53,9172.09,-361.56,-1196.41,7709.99,966.94
37.5920,105.4450,-3033.34,8830.68,-348.68,-3976.60,6896.04,-297.14
37.6020,106.5535,-2913.87,9345.86,-341.12,-2435.97,12265.18,-310.87
37.6120,108.5894,-2731.21,9368.94,-645.15,-2000.56,9499.70,-1861.30
37.6230,110.5605,-2527.61,9324.56,-659.69,-1713.22,9073.11,-717.85
37.6330,112.1504,-2361.79,9349.36,-910.61,-1698.51,9489.90,-1914.26
37.6440,112.2342,-2256.98,9144.35,-626.10,-1837.77,7982.61,511.91
37.6540,113.6159,-1868.74,9101.45,-652.10,-315.77,8858.35,-756.09
37.6650,113.7641,-1846.27,9054.98,-862.36,-1756.37,8791.66,-1703.42
37.6750,113.1119,-1933.61,9304.68,-1273.78,-2282.99,10719.65,-2919.44
37.6850,111.6053,-1528.65,9163.00,-697.37,91.20,8360.17,1608.29
37.6950,111.3487,-913.81,9727.48,-749.32,1545.53,12926.15,-957.13
37.7060,110.9590,-211.30,9509.58,-132.46,2598.76,8274.85,2334.96
37.7160,109.5523,361.30,9324.96,-69.68,2651.72,8278.77,181.42
37.7260,108.4836,-260.32,9343.96,447.73,-2746.84,9451.65,2517.37
37.7360,106.3495,-608.37,9165.65,-49.58,-2000.56,8155.21,-2038.80
37.7470,100.7606,-1383.61,8433.92,-343.08,-4484.58,4287.47,-1517.09
37.7580,97.4784,-1533.68,8769.57,318.05,-2133.93,10671.60,2962.59
37.7680,95.2648,-946.47,8847.47,186.58,1402.35,9288.86,-339.31
37.7780,92.5604,-27.76,8644.48,-958.10,3647.09,7494.24,-5536.83
37.7890,87.6012,574.04,8640.67,-1182.87,2981.22,8619.06,-2081.95
37.7990,82.9958,1339.87,8645.37,-1409.56,4403.19,8672.02,-2316.33
37.8090,77.9870,1095.82,8491.39,-1410.87,119.64,7618.79,-1416.08
37.8190,74.3339,1616.47,8337.55,-736.23,3699.07,7465.80,1962.31
37.8290,70.9367,1436.75,8503.93,-1088.54,717.85,9446.75,-2497.75
37.8400,65.7237,1283.36,8757.29,-1326.45,669.79,10193.03,-2278.08
37.8500,61.5495,2158.96,9211.10,-839.13,5661.38,11782.69,1110.11
37.8600,55.2256,2672.73,9211.10,-320.03,4727.79,18587.52,1756.37
37.8700,50.3579,3727.05,9090.67,-848.54,7944.37,8408.22,-2962.59
37.8810,45.2915,3036.17,8616.44,-1844.65,272.62,5929.10,-5829.07
37.8910,42.0810,2357.15,8203.33,-950.28,-358.92,5862.42,2627.20
37.9010,37.3137,2939.54,8763.92,-1752.85,5269.11,11940.58,-4963.15
37.9110,32.3386,2535.41,8785.29,-1031.00,918.88,8906.40,1856.40
37.9220,27.9110,2659.09,8651.21,-236.21,3153.82,7891.41,2942.98
37.9320,23.3836,2072.75,8326.89,124.06,-272.62,6489.06,1565.14
37.9420,19.0385,1507.96,8675.80,151.03,-751.19,10652.96,258.90
37.9520,14.7369,1976.78,8377.94,993.81,3852.05,6690.10,4364.94
37.9630,9.8358,1605.35,8548.27,1540.75,119.64,9513.43,3728.49
37.9730,5.1450,681.37,8543.15,2347.61,-3014.56,8514.13,5575.08
37.9830,0.8535,1617.94,9254.43,2122.08,5364.24,13285.07,1219.95
37.9930,-4.4186,1483.82,8884.20,1823.97,947.32,6786.20,631.55
38.0040,-8.0460,2001.60,8983.73,1001.60,4072.70,9547.75,-2287.89
38.0140,-12.8113,1861.54,9145.12,1031.93,1301.34,10059.66,1153.26
38.0240,-17.3019,2370.66,9117.85,1344.32,4407.11,8963.28,2593.86
38.0340,-22.9024,2059.32,8943.29,1152.93,813.95,7954.17,387.36
38.0450,-28.0617,2632.43,8485.43,946.27,4924.90,5890.85,119.64
38.0550,-32.6812,2218.92,8620.36,477.53,564.86,9384.96,-1397.45
38.0650,-38.0359,2250.76,8737.11,-34.37,2378.11,9398.69,-2081.95
38.0750,-43.1701,2753.03,8913.87,-870.67,4762.11,9915.50,-4215.88
38.0850,-47.6251,3007.35,8973.06,-94.41,4024.65,9308.47,3010.64
38.0960,-51.9826,3394.59,8867.59,-798.08,4943.53,8269.95,-3612.77
38.1070,-56.0199,2980.84,8731.17,-732.22,1325.86,7958.10,-468.76
38.1170,-61.5759,2944.63,8608.15,-973.33,2799.80,7911.02,-1937.79
38.1270,-65.7802,3771.39,8350.59,-1360.59,7078.44,6891.13,-2909.63
38.1380,-69.5422,3106.16,8773.47,-1219.69,445.22,11169.77,-656.06
38.1480,-74.8215,3355.95,8522.01,-1840.11,4355.13,7097.07,-4321.79
38.1580,-78.6011,3533.82,8471.26,-1790.80,4245.30,8183.65,-1593.58
38.1680,-82.2758,3472.14,8412.96,-1709.19,3225.41,8082.64,-1382.74
38.1790,-85.3731,3706.21,8400.04,-1476.40,4642.47,8326.83,-545.25
38.1890,-87.3312,3727.73,8432.90,-1313.12,3813.81,8619.06,-659.99
38.1990,-91.3269,3485.65,8684.71,-1194.06,2517.37,10111.64,-717.85
38.2090,-95.9508,3777.23,8399.20,-1182.18,4943.53,6781.30,-1134.63
38.2200,-98.9986,3355.80,8460.13,-305.37,1670.07,8805.39,3201.87
38.2300,-104.0091,3709.63,8552.81,-325.69,5124.96,9078.02,-406.98
38.2400,-105.8994,3481.77,8599.38,-471.20,2570.32,8863.25,-1053.23
38.2500,-109.3016,3620.94,8613.07,161.82,4177.63,8690.65,2693.89
38.2620,-112.4811,3609.89,8541.45,-364.41,3565.70,8135.60,-2469.31
38.2720,-117.3948,3621.06,8741.82,-709.88,3665.73,9877.26,-2091.76
38.2820,-119.4484,3324.61,8721.20,-912.51,2138.83,8604.35,-1723.03
38.2920,-121.9779,3423.43,8706.61,-646.65,3818.71,8623.97,416.78
38.3030,-124.9456,3638.41,8249.83,-891.54,4498.31,5661.38,-1871.11
38.3130,-127.1909,3516.58,8659.14,-1219.65,3029.27,10978.54,-2532.08
38.3230,-130.7367,3564.65,8939.53,-712.51,3756.93,10528.42,1316.05
38.3330,-134.8777,3896.91,8768.04,-840.87,5225.96,7796.29,-1354.30
38.3440,-139.5404,4282.36,8873.53,-943.55,5824.17,9471.26,-1354.30
38.3540,-145.0303,4440.49,9014.08,-512.62,5072.98,9810.57,1211.12
38.3640,-148.2643,3530.42,9014.08,343.25,-109.83,17185.17,3766.73
38.3750,-146.7480,2866.51,9369.06,343.25,210.84,11380.62,-9140.78
38.3860,-136.1736,1488.28,9369.06,343.25,-4024.65,3182.26,-12739.82
38.3960,-125.4326,307.24,9508.54,1818.36,-4416.92,10298.94,7718.81
38.4060,-124.5708,1092.89,8635.65,1818.36,4235.49,3689.26,-16769.37
38.4160,-120.9226,1092.89,8635.65,1818.36,-12150.44,20071.27,18300.19
38.4260,-116.1639,1092.89,8313.66,313.79,10418.58,6489.06,-5704.53
38.4370,-112.9797,1336.60,8313.66,202.19,2311.43,1392.54,-244.19
38.4470,-106.8868,1336.60,7508.80,202.19,11920.96,2947.88,-28617.77
38.4570,-99.2408,1336.60,7508.80,1318.94,-8020.86,18027.56,5785.92
38.4670,-93.3636,1336.60,7508.80,1318.94,11959.21,50412.06,26071.96
38.4780,-85.8476,1336.60,7508.80,1375.83,-12021.97,19592.71,1603.39
38.4880,-73.9713,147.65,7508.80,1375.83,-4608.14,18046.20,18926.83
38.4990,-64.7340,179.31,7966.74,183.74,305.97,10561.76,-4584.61
38.5090,-54.2778,899.54,8738.60,183.74,3780.46,13112.47,-22573.93
38.5200,-45.1735,2053.93,7852.05,-688.53,6671.46,2828.24,-4177.63
38.5300,-35.9865,1015.32,7852.05,-2074.58,-3139.11,18534.57,-7618.79
38.5400,-28.6316,1015.32,7852.05,-2074.58,-11859.18,16060.35,7254.96
38.5500,-18.8631,1015.32,8589.48,-2373.59,-8379.78,12768.26,-3569.62
38.5610,-11.1432,-349.64,8589.48,-1099.63,-5809.46,985.57,3996.21
38.5710,-5.2143,-358.16,8588.91,-1099.63,-392.27,8585.72,11959.21
38.5810,3.0100,-987.12,8652.28,-507.44,-3502.94,9011.33,1861.30
38.5910,12.2740,-987.12,9454.14,220.10,-11872.91,13998.01,3130.28
38.6020,14.4747,-987.12,9359.77,220.10,-59255.70,8825.00,-26168.06
38.6120,32.3953,-987.12,9359.77,220.10,-20420.39,2339.87,20970.54
38.6220,36.0357,-987.12,9454.01,220.10,-15189.52,9988.07,19712.35
38.6320,46.2909,-2178.51,9454.01,-359.95,-6944.09,20702.82,-2680.16
38.6430,53.1966,-3409.15,8908.07,-289.92,-8331.73,5814.36,-9.81
38.6530,55.2586,-3977.28,8739.83,-180.16,-6249.78,7786.48,258.90
38.6630,60.9650,-2914.69,9000.91,-1000.84,1335.67,10480.37,-4283.54
38.6730,63.4265,-2896.42,9479.08,-1858.22,-2823.33,12188.69,-5287.75
38.6830,70.4625,-2896.42,9752.83,-2268.56,-13567.50,11304.13,-3909.91
38.6940,76.9627,-3045.57,10046.43,-2731.77,-3642.19,11710.12,-4584.61
38.7040,79.3289,-3242.37,9958.68,-2642.01,-4029.55,9461.46,-2282.99
38.7140,81.9302,-4235.33,10164.03,-1055.08,-8207.19,11327.66,5292.65
38.7250,85.0951,-4540.74,10780.75,-977.04,-5762.39,14275.54,-664.89
38.7360,88.6125,-3206.59,10780.75,-977.04,2130.00,-320.68,-14265.73
38.7460,91.2847,-3185.45,10327.94,-163.42,-3100.86,7761.96,3091.06
38.7560,94.4153,-3239.33,10190.02,-252.34,-3454.88,9408.50,-608.01
38.7660,97.5307,-3346.58,10245.78,454.78,-3775.56,10561.76,3283.27
38.7770,99.3544,-2915.57,10337.01,1077.75,-1191.51,10854.00,3569.62
38.7870,99.5811,-2885.74,9904.13,1570.44,-2766.46,7451.09,3541.18
38.7970,99.6977,-3584.44,9580.01,617.94,-6379.23,7743.33,-3192.06
38.8070,102.6354,-3342.19,9173.88,293.31,-2373.21,6872.50,-1005.18
38.8180,105.4897,-2993.45,9545.79,443.34,-1598.48,11653.24,1043.43
38.8280,107.8658,-2681.90,9386.62,343.10,-1435.69,8484.71,-57.86
38.8380,110.3900,-2642.33,9850.03,389.41,-2484.02,12476.02,574.67
38.8480,112.0940,-2558.89,9867.80,219.74,-2225.13,9968.46,-458.95
38.8600,113.4758,-2296.00,9679.75,-26.23,-1244.46,8614.16,-1010.08
38.8700,113.7920,-1877.99,9669.22,-136.70,-205.94,9609.54,-578.59
38.8800,114.9794,-1742.65,9556.12,-206.05,-1201.31,8915.23,-483.47
38.8900,115.7685,-1575.94,9898.64,15.01,-909.08,11839.57,899.27
38.9010,114.7879,-1323.91,9603.29,-113.32,-315.77,7929.66,-626.64
38.9110,113.4085,-1666.94,9727.06,452.04,-3039.08,10428.39,2713.50
38.9210,110.4899,-1166.06,10346.22,-468.20,837.49,13854.84,-4149.19
38.9310,111.0089,-728.08,11059.77,-950.80,1023.81,15103.22,-2881.19
38.9420,109.1462,-289.64,11319.58,-1401.02,1464.13,12791.79,-3201.87
38.9520,107.0233,-1069.20,11319.58,-1125.52,-4187.44,4981.78,-23.54
38.9620,105.7473,-798.87,11969.65,-616.22,282.43,15653.37,1420.98
38.9720,103.2161,-284.10,11335.70,-674.79,1775.00,7743.33,-909.08
38.9820,100.4992,-391.83,10602.97,-907.39,-822.78,6450.81,-1837.77
38.9940,96.7914,-82.81,10344.80,348.90,1153.26,8881.88,5374.04
39.0040,93.5030,306.01,10442.66,-601.52,1861.30,10997.18,-4403.19
39.0140,89.6470,1097.59,10135.43,219.37,4263.93,8394.49,3502.94
39.0240,85.3939,509.54,9763.67,-148.91,-1842.67,7657.03,-1622.02
39.0350,80.0017,915.81,9608.46,-592.00,2540.90,8728.90,-2364.38
39.0450,75.0302,1253.38,9429.89,-611.48,2603.67,8418.03,-689.41
39.0550,70.5421,1682.31,9355.64,-1038.55,3398.00,8934.84,-2746.84
39.0650,66.4764,1303.68,9544.50,-572.34,-210.84,10614.72,1292.52
39.0760,61.9925,1491.89,9507.62,-576.53,2244.74,9298.67,-593.30
39.0860,55.9557,1293.93,9923.46,-769.35,502.10,12279.89,-1540.62
39.0960,50.7220,659.94,9923.46,7.63,-1876.01,3632.38,3115.57
39.1060,46.1553,1587.47,9481.56,-1119.50,5297.55,6977.43,-5628.04
39.1170,41.6987,1969.58,9379.40,-1225.89,3498.03,8800.49,-1651.44
39.1270,38.2431,2241.73,8938.05,-1995.31,3330.34,6437.09,-5072.98
39.1370,33.1991,2609.89,9391.22,-1758.05,4082.51,11959.21,-809.05
39.1470,28.0304,2721.61,9122.42,-564.25,3168.53,7599.17,4210.98
39.1580,22.8162,2821.39,9003.81,-191.13,3220.50,8331.73,1301.34
39.1680,17.9693,3377.03,8661.76,-224.69,5599.60,6723.44,-358.92
39.1780,13.1695,3233.74,8905.86,-203.68,2660.54,10289.14,-119.64
39.1880,8.5496,3561.38,8905.94,-99.79,4871.94,8906.40,315.77
39.1990,4.0137,3755.43,9223.31,-509.56,4531.65,11021.69,-2148.64
39.2090,-0.4214,3436.03,8650.33,-121.49,2158.44,5403.46,1430.79
39.2190,-5.2900,4524.22,8634.90,-634.20,8876.98,8547.48,-2685.06
39.2290,-9.7271,4401.36,8587.96,-1222.27,3909.91,8321.92,-3574.52
39.2400,-14.1560,3598.56,8800.77,-907.99,387.36,10006.71,349.12
39.2500,-19.3982,3677.11,8907.67,-328.24,3991.31,9513.43,1990.75
39.2600,-24.9998,3877.83,8458.82,-873.16,4680.71,5915.37,-3052.81
39.2700,-30.0759,3555.92,8395.92,-435.31,2268.28,8039.49,1316.05
39.2800,-34.5741,3594.16,8546.34,376.26,3747.12,9398.69,3622.58
39.2910,-38.1219,2847.48,8071.97,-442.73,-139.25,5383.85,-3718.68
39.3010,-43.5034,3052.32,7888.37,-536.00,3871.67,6847.98,-909.08
39.3120,-48.6354,3005.54,7748.20,-362.70,2818.43,6953.90,330.48
39.3220,-53.0048,3085.99,7679.21,-324.68,3407.81,7288.30,-172.60
39.3330,-59.0244,2770.25,7702.51,58.97,1507.28,7834.53,1593.58
39.3430,-63.3221,3450.86,7751.00,-778.74,6173.29,8025.76,-4129.58
39.3530,-67.3175,2631.43,7775.00,93.88,-646.26,7911.02,3584.33
39.3630,-72.6553,3211.53,7758.78,166.11,5531.93,7666.84,455.03
39.3740,-75.5097,3073.68,7739.99,-13.63,2522.27,7633.50,-732.56
39.3840,-80.6998,2824.54,7769.17,416.87,1827.96,7934.56,2138.83
39.3940,-84.3329,3359.35,7675.57,-61.72,5498.59,7145.13,-1976.04
39.4040,-85.6791,3041.69,7749.57,1068.59,1771.08,8168.94,5589.79
39.4150,-90.9264,2715.79,7900.15,1068.59,1412.16,8753.42,-7628.59
39.4250,-95.5445,3076.21,7852.21,384.93,4517.92,7580.54,-2349.67
39.4350,-99.6172,3309.05,7939.29,404.64,4240.40,8432.74,483.47
39.4450,-103.1611,3325.86,8154.67,273.89,3393.10,9375.16,-249.09
39.4560,-106.8808,3829.25,8360.69,-289.06,5842.80,9528.14,-2540.90
39.4660,-109.6106,4033.87,8413.71,-938.51,4852.33,8714.19,-3536.28
39.4760,-112.4244,3891.39,8382.00,-902.02,3321.51,8202.28,-756.09
39.4870,-115.7591,3905.69,8562.60,-776.14,3962.87,9586.00,-272.62
39.4980,-115.8884,3688.24,8696.69,-704.27,2818.43,9456.55,-416.78
39.5080,-118.2469,3412.88,8863.04,-856.24,2311.43,9805.67,-1464.13
39.5180,-120.8429,3425.20,9046.06,46.19,3474.50,10083.20,3655.92
39.5280,-124.5920,3420.74,9187.95,-753.66,3402.91,9992.00,-3953.06
39.5390,-127.8675,3685.09,9026.57,-738.85,4742.50,8112.06,-679.60
39.5490,-130.5173,3885.20,8970.44,-253.14,4685.62,8652.41,1689.69
39.5590,-135.1231,4084.51,9034.68,-482.98,4881.75,9398.69,-1402.35
39.5690,-140.2582,4464.02,9040.45,-379.72,5982.06,9073.11,33.34
39.5790,-145.9738,4508.34,9052.55,-379.72,4685.62,9121.17,-14581.51
39.5900,-147.1187,3766.52,8702.60,-896.29,799.24,6719.52,-2962.59
39.6010,-146.8911,4310.05,8702.60,-896.29,6484.16,28680.53,-33188.65
39.6110,-132.4098,2846.89,8188.31,-2189.01,-3005.74,5274.02,-7359.89
39.6210,-122.8189,2846.89,7884.59,-2189.01,14222.58,6163.48,14328.50
39.6320,-125.7863,1334.70,7794.41,-2334.12,-4714.06,7283.40,-2914.54
39.6420,-122.5294,1334.70,7794.41,-3853.34,-27010.46,35394.16,-9930.21
39.6520,-116.3226,2752.35,7794.41,-5374.09,8422.93,27560.61,-11457.11
39.6620,-113.2589,2752.35,7794.41,-6813.70,-9197.66,-12323.04,-12572.13
39.6730,-104.7512,2752.35,7030.80,-6813.70,-9920.41,2703.69,18697.36
39.6830,-98.3549,2752.35,7030.80,-6813.70,-20889.15,18702.26,29810.25
39.6930,-92.3235,2909.13,7030.80,-6813.70,3536.28,-8527.86,5374.04
39.7030,-80.4364,2909.13,6248.32,-6813.70,-6977.43,1814.23,6484.16
39.7140,-70.2885,2909.13,5893.29,-5881.67,-9150.59,3881.47,-2153.54
39.7240,-60.7070,1632.41,5612.99,-5881.67,-3474.50,4024.65,7685.47
39.7340,-51.7529,819.71,4856.51,-5881.67,-2431.07,569.77,9624.25
39.7450,-43.1331,819.71,4856.51,-4489.00,-11633.63,19358.33,1081.67
39.7560,-34.9992,-755.02,4856.51,-3484.89,-7053.92,14342.23,531.52
39.7660,-24.0345,-1452.09,5214.07,-2403.10,-4240.40,7240.25,1924.06
39.7760,-13.6712,-251.42,5214.07,-2915.90,4551.27,-3574.52,-4967.07
39.7860,-4.6108,-250.95,5214.07,-2915.90,-249.09,24435.23,10590.20
39.7970,4.2304,-250.95,5214.07,-1542.10,-21415.76,28057.81,3953.06
39.8070,11.4272,-250.95,5214.07,-2682.71,-12141.61,14940.43,-7245.15
39.8170,22.7020,-250.95,5601.99,-2682.71,-31963.80,7800.21,-21204.92
39.8270,32.6734,-1401.88,5213.29,-2131.85,-6005.59,3010.64,71.59
39.8380,37.7843,-2978.30,5213.29,-1514.06,-9283.96,-1234.66,957.13
39.8480,42.8320,-1636.15,5213.29,-1457.20,3732.41,17931.46,-1229.75
39.8580,42.9004,-1648.63,5213.29,-1457.20,-1698.51,-4646.39,-14974.75
39.8680,50.2142,-1648.63,5213.29,-1234.60,-11615.00,15309.16,-344.21
39.8780,58.2949,-1239.47,5213.29,-275.52,397.17,15285.63,3560.79
39.8890,63.9304,-1239.47,5830.36,-600.33,-13289.97,9327.10,-1899.55
39.8990,70.6893,-840.36,6528.60,-1018.25,756.09,10485.27,-2689.96
39.9090,72.5855,-1978.73,6735.96,-1065.46,-6532.21,7911.02,-1254.27
39.9190,79.1418,-2272.98,7556.81,-360.46,-3449.98,12208.30,2459.51
39.9300,85.6422,-2272.98,7915.03,781.73,-11389.44,9944.92,5350.51
39.9410,87.9665,-2172.60,8531.66,-120.31,-1771.08,12025.89,-3728.49
39.9510,90.5805,-980.02,8531.66,-120.31,3790.27,15869.12,-16046.62
39.9610,92.7883,-775.39,8702.61,-1599.02,43.15,9671.32,-7513.86
39.9720,94.6068,-2332.55,9120.78,-1226.65,-8561.21,11490.45,262.82
39.9820,97.2237,-1852.71,9360.61,-826.18,66.69,10719.65,775.71
39.9920,98.6146,-1710.86,9538.73,-434.02,-1143.46,10548.03,1134.63
40.0020,100.8482,-1727.61,9996.53,9.75,-1794.62,12590.76,1784.81
40.0130,100.6687,-1611.76,10010.27,308.27,-1148.36,10088.10,1502.38
40.0230,101.5511,-1886.63,10169.78,282.90,-2986.12,11073.67,181.42
40.0330,102.6727,-2086.52,9991.01,-14.92,-2886.10,8977.99,-1206.22
40.0430,107.0279,-2172.69,9584.87,40.63,-2517.37,7283.40,262.82
40.0540,109.8455,-2115.32,9327.32,267.86,-1885.82,7867.88,1176.80
40.0640,111.7338,-1945.85,9908.04,136.82,-1268.00,13198.77,-387.36
40.0750,113.3706,-1780.67,9602.01,-172.98,-1119.92,7867.88,-1412.16
40.0850,114.6844,-1811.31,9881.01,-169.96,-1933.87,11462.01,-157.89
40.0960,117.6831,-1752.46,10372.20,-360.93,-1517.09,13155.62,-1124.82
40.1060,117.9131,-1489.05,10238.39,145.88,-435.42,9480.09,2173.15
40.1160,118.0321,-1440.14,10548.14,-264.18,-1244.46,12303.42,-1904.45
40.1260,117.8215,-1561.83,10400.14,46.18,-2048.61,9561.48,1287.61
40.1370,116.2250,-1689.78,10669.16,-298.05,-2201.59,12193.59,-1674.98
40.1470,113.9735,-1663.87,10691.15,-140.77,-1560.24,10815.75,488.37
40.1570,112.0614,-1218.13,11009.92,75.87,564.86,12816.31,942.42
40.1670,110.5969,-1106.50,11053.32,-103.86,-659.99,11299.22,-822.78
40.1780,106.9258,-989.54,10721.87,34.59,-521.71,8843.64,588.40
40.1890,103.6001,-1308.44,10052.52,-284.37,-2584.05,6259.58,-1560.24
40.1990,98.6680,-904.17,10619.93,-927.11,712.94,13835.22,-3498.03
40.2090,94.5016,-751.18,10779.93,528.47,-139.25,11686.58,6350.79
40.2190,91.3751,-502.29,10739.99,-135.22,493.27,10513.71,-2789.99
40.2300,88.1365,77.71,10891.25,94.82,2397.73,11748.37,1014.99
40.2400,84.5045,291.84,11177.07,280.62,1148.36,12796.70,1023.81
40.2500,80.4921,1098.81,10742.32,-160.32,4326.69,8278.77,-1924.06
40.2600,76.2765,-13.94,10553.72,669.03,-4464.97,9484.99,3986.40
40.2710,72.4015,411.90,10647.60,1063.60,2115.29,11179.58,2641.91
40.2810,67.6100,81.61,9952.04,1256.68,-1239.56,6010.50,2029.00
40.2910,63.0380,416.56,9882.72,-82.02,1756.37,9489.90,-5436.81
40.3010,57.4436,651.97,10206.40,-31.09,1593.58,12040.60,172.60
40.3120,52.7505,1653.85,9447.12,459.38,5661.38,5144.57,2421.26
40.3220,48.3103,2030.33,9162.87,-814.59,3536.28,7552.10,-5910.47
40.3320,44.1102,2291.32,8896.84,-658.34,3335.24,7389.31,-33.34
40.3420,39.3011,3258.16,8803.54,-1073.10,7125.51,8274.85,-2732.13
40.3530,34.1917,2899.35,8841.18,-371.29,1464.13,9054.48,2435.97
40.3630,29.1662,3421.16,8874.65,912.72,5508.40,9064.29,6048.74
40.3730,24.3253,2477.64,9016.51,639.17,-1296.44,9820.38,-455.03
40.3830,19.2567,3960.51,8447.19,810.83,9891.97,5221.06,1497.48
40.3940,14.8266,3945.68,8406.92,-152.54,3886.38,8178.75,-4006.02
40.4040,9.4996,4198.79,8310.91,100.97,5211.25,7766.87,1115.02
40.4140,5.2457,3736.20,8558.81,-467.61,1885.82,9963.56,-2741.94
40.4240,-0.1680,3539.31,8525.48,640.51,2751.75,8336.63,5072.98
40.4350,-4.3777,4384.82,8566.73,-118.36,7766.87,8800.49,-3153.82
